id,dt_ocorrencia,uf,regiao,classificacao_da_ocorrencia
5224,2007-12-20,Indeterminado,,Acidente
5223,2007-12-19,Indeterminado,,Acidente
5222,2007-12-17,Indeterminado,,Acidente
5221,2007-12-15,Indeterminado,,Acidente
5220,2007-12-08,MG,Sudeste,Acidente
5219,2007-12-05,Indeterminado,,Acidente
5218,2007-11-26,Indeterminado,,Acidente
5217,2007-11-23,Indeterminado,,Acidente
5216,2007-11-22,Indeterminado,,Acidente
5215,2007-11-22,Indeterminado,,Acidente
5214,2007-11-16,Indeterminado,,Acidente
5213,2007-11-21,Indeterminado,,Acidente
5212,2007-11-07,RS,Sul,Acidente
5211,2007-11-05,Indeterminado,,Acidente
5210,2007-11-05,MT,Centro-Oeste,Acidente
5208,2007-11-01,Indeterminado,,Acidente
5207,2007-11-01,SP,Sudeste,Acidente
5206,2007-11-01,SP,Sudeste,Acidente
5205,2007-10-31,Indeterminado,,Acidente
5204,2007-10-17,MS,Centro-Oeste,Acidente
5203,2007-10-05,SC,Sul,Acidente
5201,2007-09-28,Indeterminado,,Acidente
5200,2007-09-22,Indeterminado,,Acidente
4937,2014-01-30,SP,Sudeste,Acidente
4936,2014-02-01,AM,Norte,Incidente
5199,2007-09-21,SP,Sudeste,Acidente
4942,2014-01-26,RJ,Sudeste,Ocorrência Anormal
4941,2014-01-28,MT,Centro-Oeste,Ocorrência Anormal
4939,2014-02-02,RJ,Sudeste,Incidente
4938,2014-01-28,ES,Sudeste,Incidente
4940,2014-02-09,SC,Sul,Incidente
4935,2014-01-04,MT,Centro-Oeste,Acidente
4934,2014-01-10,RJ,Sudeste,Incidente
4930,2013-11-26,AM,Norte,Ocorrência de Solo
4726,2001-03-07,Indeterminado,,Acidente
4933,2014-01-08,PR,Sul,Acidente
4933,2014-01-08,PR,Sul,Acidente
4932,2014-01-11,DF,Centro-Oeste,Incidente
4725,2001-03-02,Indeterminado,,Acidente
4931,2002-08-28,Indeterminado,,Acidente
4724,2001-02-23,Indeterminado,,Acidente
4723,2001-02-23,Indeterminado,,Acidente
4722,2001-02-22,Indeterminado,,Acidente
4721,2001-02-17,Indeterminado,,Acidente
4720,2001-02-10,Indeterminado,,Acidente
4719,2001-02-05,Indeterminado,,Acidente
4718,2001-01-25,Indeterminado,,Acidente
4717,2001-01-24,Indeterminado,,Acidente
4716,2001-01-20,Indeterminado,,Acidente
4715,2001-01-13,Indeterminado,,Acidente
4714,2001-01-12,Indeterminado,,Acidente
4713,2001-01-11,Indeterminado,,Acidente
5467,2008-11-07,TO,Norte,Acidente
5466,2008-11-05,RS,Sul,Acidente
5458,2008-10-20,Indeterminado,,Acidente
5470,2008-11-11,RJ,Sudeste,Acidente
5465,2008-11-05,PR,Sul,Acidente
5464,2008-11-02,Indeterminado,,Acidente
5463,2008-11-01,Indeterminado,,Acidente
5462,2008-10-30,Indeterminado,,Acidente
5460,2008-10-27,Indeterminado,,Acidente
5459,2008-10-25,Indeterminado,,Acidente
5461,2008-10-28,Indeterminado,,Acidente
5469,2008-11-08,TO,Norte,Acidente
5468,2008-11-07,Indeterminado,,Acidente
5457,2008-10-15,SP,Sudeste,Acidente
5456,2008-10-12,SP,Sudeste,Acidente
5455,2008-10-10,Indeterminado,,Acidente
5454,2008-10-10,Indeterminado,,Acidente
5454,2008-10-10,Indeterminado,,Acidente
5453,2008-10-05,Indeterminado,,Acidente
5452,2008-09-14,RS,Sul,Acidente
5451,2008-09-12,MG,Sudeste,Acidente
5450,2008-09-11,Indeterminado,,Acidente
5197,2007-09-19,MG,Sudeste,Acidente
5196,2007-09-17,GO,Centro-Oeste,Acidente
5193,2007-09-03,Indeterminado,,Acidente
5192,2007-09-02,TO,Norte,Acidente
5191,2007-08-22,Indeterminado,,Acidente
5198,2007-09-20,Indeterminado,,Acidente
5195,2007-09-16,Indeterminado,,Acidente
5194,2007-09-11,Indeterminado,,Acidente
5190,2007-08-10,PR,Sul,Acidente
5189,2007-08-09,DF,Centro-Oeste,Acidente
5187,2007-08-07,Indeterminado,,Acidente
5184,2007-07-21,Indeterminado,,Acidente
5183,2007-07-21,Indeterminado,,Acidente
5180,2007-07-13,PA,Norte,Acidente
5179,2007-07-14,ES,Sudeste,Acidente
5186,2007-08-01,MT,Centro-Oeste,Acidente
5182,2007-07-17,Indeterminado,,Acidente
4702,2000-11-18,Indeterminado,,Acidente
5181,2007-07-16,Indeterminado,,Acidente
5178,2007-07-12,Indeterminado,,Acidente
5177,2007-07-11,PA,Norte,Acidente
5176,2007-07-08,MS,Centro-Oeste,Acidente
5174,2007-07-01,Indeterminado,,Acidente
5173,2007-06-30,TO,Norte,Acidente
5170,2007-06-15,MT,Centro-Oeste,Acidente
5175,2007-07-05,Indeterminado,,Acidente
4928,2013-11-24,SP,Sudeste,Incidente
4927,2013-11-24,PR,Sul,Incidente
4921,2002-08-13,Indeterminado,,Acidente
4926,2002-08-13,Indeterminado,,Acidente
4925,2013-11-22,PR,Sul,Incidente
4924,2013-11-22,PE,Nordeste,Ocorrência Anormal
4923,2013-11-21,PE,Nordeste,Incidente
4710,2000-12-19,Indeterminado,,Acidente
4922,2013-11-21,GO,Centro-Oeste,Incidente
4929,2013-11-25,RO,Norte,Incidente Grave
4711,2000-12-25,Indeterminado,,Acidente
4704,2000-11-26,Indeterminado,,Acidente
4703,2000-11-24,Indeterminado,,Acidente
4709,2000-12-16,Indeterminado,,Acidente
4708,2000-12-07,Indeterminado,,Acidente
4707,2000-12-06,Indeterminado,,Acidente
4706,2000-11-28,Indeterminado,,Acidente
4705,2000-11-27,Indeterminado,,Acidente
4701,2000-11-15,Indeterminado,,Acidente
4700,2000-11-14,Indeterminado,,Acidente
4699,2000-11-11,Indeterminado,,Acidente
4698,2000-11-09,Indeterminado,,Acidente
4697,2000-11-05,Indeterminado,,Acidente
4696,2000-09-20,Indeterminado,,Acidente
4695,2000-09-20,Indeterminado,,Acidente
5449,2008-09-08,Indeterminado,,Acidente
5448,2008-09-03,Indeterminado,,Acidente
5448,2008-09-03,Indeterminado,,Acidente
5447,2008-08-27,Indeterminado,,Acidente
5444,2008-08-05,Indeterminado,,Acidente
5446,2008-08-07,RO,Norte,Acidente
5446,2008-08-07,RO,Norte,Acidente
5445,2008-08-05,Indeterminado,,Acidente
5443,2008-07-19,SP,Sudeste,Acidente
5442,2008-07-15,Indeterminado,,Acidente
5441,2008-07-13,Indeterminado,,Acidente
5440,2008-07-10,MT,Centro-Oeste,Acidente
5439,2008-07-09,Indeterminado,,Acidente
5438,2008-07-09,Indeterminado,,Acidente
5437,2008-07-03,Indeterminado,,Acidente
5436,2008-07-02,Indeterminado,,Acidente
5435,2008-07-01,SP,Sudeste,Acidente
5434,2008-07-01,Indeterminado,,Acidente
5433,2008-06-23,Indeterminado,,Acidente
5433,2008-06-23,Indeterminado,,Acidente
5166,2007-05-15,SP,Sudeste,Acidente
5165,2007-05-05,Indeterminado,,Acidente
5164,2007-04-26,Indeterminado,,Acidente
5162,2007-04-11,Indeterminado,,Acidente
5161,2007-04-11,Indeterminado,,Acidente
5159,2007-04-07,MG,Sudeste,Acidente
5158,2007-04-04,GO,Centro-Oeste,Acidente
5163,2007-04-16,Indeterminado,,Acidente
5160,2007-04-10,Indeterminado,,Acidente
5157,2007-03-31,Indeterminado,,Acidente
5156,2007-03-31,MA,Nordeste,Acidente
5169,2007-06-15,Indeterminado,,Acidente
5168,2007-06-12,Indeterminado,,Acidente
5167,2007-05-17,GO,Centro-Oeste,Acidente
5155,2007-03-28,MS,Centro-Oeste,Acidente
5154,2007-03-27,RJ,Sudeste,Acidente
5153,2007-03-16,Indeterminado,,Acidente
5152,2007-03-15,Indeterminado,,Acidente
5151,2007-03-14,Indeterminado,,Acidente
5150,2007-03-14,Indeterminado,,Acidente
5149,2007-03-07,BA,Nordeste,Acidente
5148,2007-02-26,Indeterminado,,Acidente
5147,2007-02-25,Indeterminado,,Acidente
4919,2013-11-19,SP,Sudeste,Ocorrência de Solo
4918,2013-11-19,SP,Sudeste,Ocorrência de Solo
5146,2007-02-23,Indeterminado,,Acidente
5145,2007-02-16,Indeterminado,,Acidente
5144,2007-02-09,Indeterminado,,Acidente
5143,2007-02-08,Indeterminado,,Acidente
5142,2007-02-07,MT,Centro-Oeste,Acidente
5141,2007-02-01,AL,Nordeste,Acidente
4920,2002-08-10,Indeterminado,,Acidente
4917,2013-11-19,SP,Sudeste,Ocorrência de Solo
4916,2002-08-08,Indeterminado,,Acidente
4915,2002-08-05,Indeterminado,,Acidente
4914,2013-11-19,SP,Sudeste,Ocorrência de Solo
4913,2013-11-19,SP,Sudeste,Ocorrência de Solo
4912,2013-11-19,SP,Sudeste,Ocorrência Anormal
4911,2002-08-05,Indeterminado,,Acidente
4910,2002-08-02,Indeterminado,,Acidente
4909,2013-11-18,AM,Norte,Ocorrência Anormal
4908,2013-11-16,MG,Sudeste,Acidente
4907,2013-11-16,SP,Sudeste,Ocorrência Anormal
4906,2002-07-28,Indeterminado,,Acidente
4905,2013-11-15,BA,Nordeste,Incidente
4904,2013-11-13,PR,Sul,Ocorrência Anormal
4903,2013-11-11,PR,Sul,Ocorrência Anormal
4727,2001-03-14,Indeterminado,,Acidente
4694,2000-09-03,Indeterminado,,Acidente
4680,2015-10-16,GO,Centro-Oeste,Ocorrência Anormal
4679,2015-10-10,AM,Norte,Ocorrência Anormal
4678,2015-10-14,PR,Sul,Incidente
4677,2015-10-14,MS,Centro-Oeste,Incidente
4676,2015-11-06,MT,Centro-Oeste,Incidente
4675,2015-11-06,SP,Sudeste,Incidente
4674,2015-11-06,MG,Sudeste,Ocorrência Anormal
4673,2015-11-05,SP,Sudeste,Incidente Grave
4673,2015-11-05,SP,Sudeste,Incidente Grave
4672,2015-09-28,MT,Centro-Oeste,Acidente
4672,2015-09-28,MT,Centro-Oeste,Acidente
4671,2015-09-23,PR,Sul,Incidente
4669,2015-09-05,GO,Centro-Oeste,Acidente
4669,2015-09-05,GO,Centro-Oeste,Acidente
5416,2002-01-11,Indeterminado,,Acidente
5416,2002-01-11,Indeterminado,,Acidente
5128,2006-12-19,RJ,Sudeste,Acidente
5120,2006-11-16,Indeterminado,,Acidente
4670,2015-09-22,PR,Sul,Incidente
4668,2004-02-21,Indeterminado,,Acidente
4667,2004-02-11,Indeterminado,,Acidente
4666,2004-01-31,Indeterminado,,Acidente
5427,2008-05-05,Indeterminado,,Acidente
5426,2008-05-04,Indeterminado,,Acidente
4665,2004-01-30,Indeterminado,,Acidente
5432,2008-06-11,MT,Centro-Oeste,Acidente
5431,2008-06-10,MS,Centro-Oeste,Acidente
5430,2008-05-28,Indeterminado,,Acidente
5429,2008-05-15,RS,Sul,Acidente
5428,2008-05-14,Indeterminado,,Acidente
5425,2008-05-02,Indeterminado,,Acidente
5424,2008-04-30,RJ,Sudeste,Acidente
5423,2008-04-21,Indeterminado,,Acidente
5423,2008-04-21,Indeterminado,,Acidente
5422,2008-04-21,Indeterminado,,Acidente
5421,2008-04-19,Indeterminado,,Acidente
5140,2007-01-31,BA,Nordeste,Acidente
5420,2014-03-17,PR,Sul,Incidente Grave
5419,2014-03-18,CE,Nordeste,Incidente
5418,2014-03-14,PI,Nordeste,Acidente
5417,2014-03-13,SP,Sudeste,Incidente
5139,2007-01-30,Indeterminado,,Acidente
5138,2007-01-27,Indeterminado,,Acidente
5137,2007-01-26,Indeterminado,,Acidente
5136,2007-01-26,Indeterminado,,Acidente
5135,2007-01-23,Indeterminado,,Acidente
5134,2007-01-20,Indeterminado,,Acidente
5133,2007-01-19,Indeterminado,,Acidente
5132,2007-01-18,MT,Centro-Oeste,Acidente
5131,2007-01-18,Indeterminado,,Acidente
5130,2007-01-07,Indeterminado,,Acidente
5129,2006-12-30,Indeterminado,,Acidente
5127,2006-12-11,Indeterminado,,Acidente
5126,2006-12-10,DF,Centro-Oeste,Acidente
5125,2006-12-09,Indeterminado,,Acidente
5124,2006-12-01,Indeterminado,,Acidente
5123,2006-11-25,Indeterminado,,Acidente
5122,2006-11-23,RS,Sul,Acidente
5121,2006-11-19,GO,Centro-Oeste,Acidente
5119,2006-10-22,Indeterminado,,Acidente
4686,2013-09-18,PR,Sul,Ocorrência Anormal
4902,2013-11-06,MG,Sudeste,Incidente
4692,2013-09-28,SE,Nordeste,Ocorrência Anormal
4691,2013-09-25,MG,Sudeste,Incidente
4901,2013-11-14,SC,Sul,Acidente
4900,2013-11-20,RJ,Sudeste,Acidente
4899,2013-11-20,MG,Sudeste,Ocorrência Anormal
4898,2013-11-20,MG,Sudeste,Acidente
4897,2002-07-27,Indeterminado,,Acidente
4896,2002-07-11,Indeterminado,,Acidente
4895,2002-07-02,Indeterminado,,Acidente
4894,2013-11-19,RJ,Sudeste,Ocorrência Anormal
4893,2013-11-14,SP,Sudeste,Ocorrência Anormal
4712,2001-01-11,Indeterminado,,Acidente
5412,2009-11-18,Indeterminado,,Acidente
5405,2009-03-12,GO,Centro-Oeste,Acidente
4693,2013-09-28,RS,Sul,Incidente
4690,2013-09-24,DF,Centro-Oeste,Ocorrência de Solo
4689,2000-09-03,Indeterminado,,Acidente
4688,2013-09-23,MG,Sudeste,Ocorrência Anormal
4687,2013-09-22,SP,Sudeste,Ocorrência de Solo
4685,2013-09-18,MT,Centro-Oeste,Acidente
4684,2016-08-25,SP,Sudeste,Ocorrência de Solo
4683,2016-08-27,SP,Sudeste,Acidente
4682,2016-08-23,SC,Sul,Acidente
4682,2016-08-23,SC,Sul,Acidente
4681,2016-08-24,PR,Sul,Ocorrência de Solo
5415,2010-06-25,RJ,Sudeste,Acidente
5411,2009-10-17,Indeterminado,,Acidente
5414,2010-05-27,SP,Sudeste,Acidente
5407,2009-04-30,Indeterminado,,Acidente
5406,2009-01-24,SP,Sudeste,Acidente
5117,2006-10-02,Indeterminado,,Acidente
5116,2006-09-30,Indeterminado,,Acidente
5114,2006-09-27,Indeterminado,,Acidente
5410,2009-10-11,Indeterminado,,Acidente
5408,2008-11-25,Indeterminado,,Acidente
5115,2006-09-29,Indeterminado,,Acidente
5115,2006-09-29,Indeterminado,,Acidente
5112,2006-09-22,Indeterminado,,Acidente
5105,2006-08-16,Indeterminado,,Acidente
5113,2006-09-25,Indeterminado,,Acidente
5111,2006-09-19,PA,Norte,Acidente
5110,2006-09-15,Indeterminado,,Acidente
5109,2006-09-14,Indeterminado,,Acidente
5108,2006-09-04,PI,Nordeste,Acidente
5107,2006-09-04,Indeterminado,,Acidente
5106,2006-08-24,AM,Norte,Acidente
5104,2006-08-14,Indeterminado,,Acidente
4891,2013-12-21,RS,Sul,Incidente
5103,2006-08-10,Indeterminado,,Acidente
5102,2006-07-29,Indeterminado,,Acidente
5101,2006-07-23,Indeterminado,,Acidente
5100,2006-07-06,Indeterminado,,Acidente
5099,2006-06-28,Indeterminado,,Acidente
5098,2006-06-27,Indeterminado,,Acidente
5097,2006-06-21,Indeterminado,,Acidente
5096,2006-06-16,Indeterminado,,Acidente
5095,2006-05-15,Indeterminado,,Acidente
5094,2006-05-08,Indeterminado,,Acidente
4892,2013-11-14,MG,Sudeste,Incidente
4890,2013-12-20,DF,Centro-Oeste,Ocorrência de Solo
4889,2013-12-19,SE,Nordeste,Incidente
4888,2013-12-18,RS,Sul,Incidente Grave
4888,2013-12-18,RS,Sul,Incidente Grave
4887,2013-12-18,SP,Sudeste,Incidente
4886,2002-06-11,Indeterminado,,Acidente
4885,2013-11-13,MG,Sudeste,Ocorrência Anormal
4884,2013-11-13,SP,Sudeste,Incidente
4883,2013-11-10,RJ,Sudeste,Acidente
4882,2013-11-09,SC,Sul,Ocorrência Anormal
4881,2014-03-18,AM,Norte,Ocorrência Anormal
4880,2002-06-04,Indeterminado,,Acidente
4879,2002-05-25,Indeterminado,,Acidente
4878,2002-05-24,Indeterminado,,Acidente
5737,2015-01-15,MG,Sudeste,Incidente
5736,2014-03-12,MG,Sudeste,Ocorrência Anormal
5735,2014-03-14,CE,Nordeste,Ocorrência Anormal
5734,2014-03-16,RJ,Sudeste,Incidente Grave
5732,2014-03-07,CE,Nordeste,Incidente
5731,2014-03-11,SP,Sudeste,Incidente
5730,2014-03-09,AM,Norte,Incidente
5729,2014-02-25,RS,Sul,Acidente
5728,2014-05-20,MG,Sudeste,Ocorrência Anormal
5727,2014-03-11,PA,Norte,Acidente
5726,2014-03-09,MT,Centro-Oeste,Acidente
5725,2014-03-16,SP,Sudeste,Acidente
5724,2014-02-28,RJ,Sudeste,Incidente Grave
5723,2014-06-14,SP,Sudeste,Incidente
5722,2014-03-06,PA,Norte,Incidente
5721,2014-03-08,RJ,Sudeste,Incidente
5738,2014-03-09,RJ,Sudeste,Ocorrência Anormal
5398,2007-02-01,MT,Centro-Oeste,Acidente
5404,2008-11-10,Indeterminado,,Acidente
5403,2008-11-28,GO,Centro-Oeste,Acidente
5402,2008-08-04,AL,Nordeste,Acidente
5401,2008-04-06,PA,Norte,Acidente
5400,2003-08-27,Indeterminado,,Acidente
5396,2006-11-14,MS,Centro-Oeste,Acidente
5394,2004-03-14,Indeterminado,,Acidente
5392,2004-10-08,Indeterminado,,Acidente
5391,2003-12-21,Indeterminado,,Acidente
5397,2007-02-16,PE,Nordeste,Acidente
5395,2006-08-20,RO,Norte,Acidente
5393,2005-02-26,Indeterminado,,Acidente
5386,2014-01-21,SP,Sudeste,Incidente
5084,2006-03-21,MT,Centro-Oeste,Acidente
5083,2006-03-21,RR,Norte,Acidente
5082,2006-03-15,Indeterminado,,Acidente
5385,2014-01-21,SP,Sudeste,Ocorrência Anormal
5383,2014-01-20,GO,Centro-Oeste,Incidente
5081,2006-03-09,MS,Centro-Oeste,Acidente
5080,2006-03-07,Indeterminado,,Acidente
5078,2006-03-03,Indeterminado,,Acidente
5383,2014-01-20,GO,Centro-Oeste,Incidente
5093,2006-05-05,Indeterminado,,Acidente
5092,2006-05-05,Indeterminado,,Acidente
5089,2006-04-12,Indeterminado,,Acidente
5086,2006-03-26,MT,Centro-Oeste,Acidente
5085,2006-03-24,MT,Centro-Oeste,Acidente
5076,2006-02-22,Indeterminado,,Acidente
5091,2006-04-27,Indeterminado,,Acidente
5090,2006-04-23,Indeterminado,,Acidente
5088,2006-03-31,Indeterminado,,Acidente
5077,2006-02-28,RJ,Sudeste,Acidente
5075,2006-02-18,PR,Sul,Acidente
5087,2006-03-31,SC,Sul,Acidente
5079,2006-03-03,Indeterminado,,Acidente
5074,2006-02-18,SC,Sul,Acidente
4877,2002-05-22,Indeterminado,,Acidente
4876,2002-05-09,Indeterminado,,Acidente
4875,2002-04-11,Indeterminado,,Acidente
4874,2013-11-08,RS,Sul,Acidente
4873,2013-11-08,SP,Sudeste,Ocorrência Anormal
4872,2013-11-07,RJ,Sudeste,Ocorrência Anormal
5381,2002-06-04,Indeterminado,,Acidente
5378,2001-08-11,Indeterminado,,Acidente
5377,2001-07-08,Indeterminado,,Acidente
5376,2001-06-05,Indeterminado,,Acidente
4871,2013-11-07,RJ,Sudeste,Incidente
4870,2002-04-05,Indeterminado,,Acidente
4869,2013-11-06,PE,Nordeste,Incidente
4868,2013-11-04,MS,Centro-Oeste,Incidente
4866,2013-11-02,MG,Sudeste,Incidente
4867,2013-11-04,CE,Nordeste,Incidente Grave
4865,2002-03-18,Indeterminado,,Acidente
4864,2013-10-31,SP,Sudeste,Incidente
5719,2014-03-07,RO,Norte,Incidente
5718,2014-03-09,SP,Sudeste,Incidente
5720,2014-03-07,SP,Sudeste,Incidente
5717,2014-02-24,AM,Norte,Incidente
5716,2014-03-10,PA,Norte,Incidente Grave
5716,2014-03-10,PA,Norte,Incidente Grave
5715,2014-03-11,AC,Norte,Acidente
5714,2014-02-26,TO,Norte,Acidente
5713,2014-02-28,MT,Centro-Oeste,Incidente
5712,2014-03-03,MA,Nordeste,Acidente
5711,2014-03-05,SP,Sudeste,Incidente
5710,2014-06-07,GO,Centro-Oeste,Acidente
5382,2014-01-18,AM,Norte,Acidente
5379,2001-10-14,Indeterminado,,Acidente
5374,2003-12-23,Indeterminado,,Acidente
5369,2003-11-14,Indeterminado,,Acidente
5373,2003-12-20,Indeterminado,,Acidente
5372,2003-12-01,Indeterminado,,Acidente
5066,2006-01-16,Indeterminado,,Acidente
5065,2006-01-12,Indeterminado,,Acidente
5371,2003-11-26,Indeterminado,,Acidente
5370,2003-11-23,Indeterminado,,Acidente
5368,2003-11-13,Indeterminado,,Acidente
5061,2005-12-24,Indeterminado,,Acidente
5367,2003-11-13,Indeterminado,,Acidente
5073,2006-02-16,Indeterminado,,Acidente
5072,2006-02-15,AM,Norte,Acidente
5071,2006-02-11,RS,Sul,Acidente
5069,2006-01-22,Indeterminado,,Acidente
5067,2006-01-21,Indeterminado,,Acidente
5070,2006-02-01,MG,Sudeste,Acidente
5068,2006-01-21,PR,Sul,Acidente
5064,2006-01-02,SP,Sudeste,Acidente
4863,2013-10-11,SP,Sudeste,Incidente
5062,2005-12-29,CE,Nordeste,Acidente
4862,2013-10-11,PR,Sul,Incidente
4861,2013-10-11,AM,Norte,Incidente
4860,2002-02-24,Indeterminado,,Acidente
4859,2002-02-11,Indeterminado,,Acidente
5707,2014-03-02,SP,Sudeste,Acidente
4858,2013-10-11,PR,Sul,Acidente
4857,2013-10-09,GO,Centro-Oeste,Incidente Grave
4856,2013-10-06,SC,Sul,Incidente
4855,2002-02-10,Indeterminado,,Acidente
4849,2002-01-31,Indeterminado,,Acidente
4854,2013-10-05,RS,Sul,Acidente
4853,2013-10-03,PR,Sul,Ocorrência Anormal
4852,2013-10-01,PR,Sul,Incidente
4851,2013-10-16,RN,Nordeste,Ocorrência Anormal
4850,2002-02-06,Indeterminado,,Acidente
4848,2013-10-29,PA,Norte,Acidente
5709,2014-03-03,RS,Sul,Incidente Grave
5708,2014-03-04,BA,Nordeste,Ocorrência Anormal
5706,2014-03-04,MG,Sudeste,Acidente
5705,2014-01-23,BA,Nordeste,Incidente
5704,2014-02-27,PI,Nordeste,Acidente
5702,2014-02-26,SP,Sudeste,Acidente
5702,2014-02-26,SP,Sudeste,Acidente
5701,2014-02-26,PA,Norte,Ocorrência Anormal
5700,2014-02-26,BA,Nordeste,Ocorrência Anormal
5699,2014-02-25,PR,Sul,Ocorrência Anormal
5698,2014-02-24,RJ,Sudeste,Incidente
5365,2003-11-04,Indeterminado,,Acidente
5697,2014-02-24,MA,Nordeste,Incidente
5366,2003-11-08,Indeterminado,,Acidente
5364,2003-11-02,MT,Centro-Oeste,Acidente
5363,2003-10-30,Indeterminado,,Acidente
5362,2003-10-25,Indeterminado,,Acidente
5361,2003-10-20,Indeterminado,,Acidente
5360,2003-10-10,Indeterminado,,Acidente
5359,2003-10-04,Indeterminado,,Acidente
5059,2005-12-20,Indeterminado,,Acidente
5358,2003-10-04,Indeterminado,,Acidente
5357,2003-10-02,Indeterminado,,Acidente
5356,2003-09-27,Indeterminado,,Acidente
5060,2005-12-23,Indeterminado,,Acidente
5058,2005-12-17,Indeterminado,,Acidente
5057,2005-12-15,Indeterminado,,Acidente
5056,2005-12-13,Indeterminado,,Acidente
5055,2005-12-12,Indeterminado,,Acidente
5052,2005-11-23,Indeterminado,,Acidente
5054,2005-12-06,Indeterminado,,Acidente
5053,2005-11-25,Indeterminado,,Acidente
5051,2005-11-19,Indeterminado,,Acidente
5050,2005-11-11,Indeterminado,,Acidente
5049,2005-11-08,Indeterminado,,Acidente
5048,2005-11-05,Indeterminado,,Acidente
4847,2013-09-20,RJ,Sudeste,Ocorrência Anormal
4846,2013-09-15,MT,Centro-Oeste,Acidente
4845,2014-02-04,MG,Sudeste,Ocorrência Anormal
4844,2014-02-10,PR,Sul,Ocorrência Anormal
4843,2014-02-12,DF,Centro-Oeste,Incidente
4842,2014-02-12,DF,Centro-Oeste,Incidente
4841,2014-02-09,TO,Norte,Acidente
4840,2014-02-16,RJ,Sudeste,Incidente Grave
4839,2014-01-09,MA,Nordeste,Incidente
5692,2014-02-19,BA,Nordeste,Ocorrência Anormal
4838,2014-01-30,CE,Nordeste,Incidente
4837,2002-01-30,Indeterminado,,Acidente
4836,2013-10-16,MG,Sudeste,Incidente
4835,2013-10-11,RJ,Sudeste,Incidente
4834,2013-10-10,MT,Centro-Oeste,Ocorrência de Solo
4833,2013-10-10,RS,Sul,Incidente Grave
4832,2002-01-28,Indeterminado,,Acidente
5695,2014-02-24,MG,Sudeste,Incidente
5694,2014-02-22,GO,Centro-Oeste,Incidente
5693,2014-02-21,SP,Sudeste,Incidente Grave
5691,2014-02-16,SP,Sudeste,Ocorrência Anormal
5690,2014-02-13,SP,Sudeste,Acidente
5689,2014-02-09,RS,Sul,Incidente
5685,2014-01-20,SC,Sul,Ocorrência Anormal
5696,2014-02-24,CE,Nordeste,Ocorrência Anormal
5354,2003-09-23,Indeterminado,,Acidente
5688,2014-01-31,PR,Sul,Incidente
5687,2014-01-31,GO,Centro-Oeste,Incidente
5686,2014-01-22,SP,Sudeste,Incidente
5355,2003-09-25,Indeterminado,,Acidente
5353,2003-09-02,Indeterminado,,Acidente
5352,2003-08-25,Indeterminado,,Acidente
5351,2003-08-25,Indeterminado,,Acidente
5350,2003-08-24,Indeterminado,,Acidente
5349,2003-08-22,Indeterminado,,Acidente
5348,2003-08-16,Indeterminado,,Acidente
5347,2003-08-15,Indeterminado,,Acidente
5345,2003-07-30,Indeterminado,,Acidente
5346,2003-08-07,Indeterminado,,Acidente
5047,2005-11-01,Indeterminado,,Acidente
5046,2005-10-12,Indeterminado,,Acidente
5045,2005-10-09,Indeterminado,,Acidente
5036,2014-02-09,PR,Sul,Incidente Grave
5044,2005-10-03,Indeterminado,,Acidente
5043,2005-09-17,Indeterminado,,Acidente
5042,2005-09-16,Indeterminado,,Acidente
5041,2005-09-15,Indeterminado,,Acidente
5040,2005-09-15,Indeterminado,,Acidente
5039,2005-09-08,Indeterminado,,Acidente
5038,2014-02-19,RR,Norte,Acidente
5038,2014-02-19,RR,Norte,Acidente
5037,2014-01-31,PE,Nordeste,Ocorrência Anormal
4830,2013-10-10,SP,Sudeste,Incidente
4829,2013-10-10,MG,Sudeste,Ocorrência Anormal
4828,2013-10-09,RJ,Sudeste,Incidente
4827,2002-01-22,Indeterminado,,Acidente
4826,2013-10-08,MS,Centro-Oeste,Ocorrência Anormal
4825,2013-10-05,ES,Sudeste,Incidente Grave
4824,2013-10-05,SP,Sudeste,Ocorrência Anormal
4823,2013-10-04,SP,Sudeste,Ocorrência Anormal
4822,2002-01-09,MT,Centro-Oeste,Acidente
4821,2013-08-31,AM,Norte,Ocorrência Anormal
4820,2013-08-19,SP,Sudeste,Incidente
4819,2013-11-20,SP,Sudeste,Incidente
4818,2013-11-15,MS,Centro-Oeste,Incidente
4817,2002-01-03,Indeterminado,,Acidente
4831,2013-10-10,BA,Nordeste,Incidente
5682,2014-02-19,SP,Sudeste,Ocorrência Anormal
5683,2014-02-15,GO,Centro-Oeste,Acidente
5681,2014-01-13,SC,Sul,Incidente
5680,2014-02-14,RJ,Sudeste,Incidente
5679,2014-02-19,TO,Norte,Acidente
5678,2014-01-27,RS,Sul,Incidente
5677,2014-03-22,RJ,Sudeste,Incidente
5677,2014-03-22,RJ,Sudeste,Incidente
5676,2014-03-09,SP,Sudeste,Incidente Grave
5675,2014-03-23,RS,Sul,Acidente
5335,2003-07-05,Indeterminado,,Acidente
5334,2003-07-01,Indeterminado,,Acidente
5674,2014-03-24,GO,Centro-Oeste,Incidente
5673,2014-03-25,MS,Centro-Oeste,Incidente
5672,2014-03-25,RJ,Sudeste,Incidente
5338,2003-07-16,Indeterminado,,Acidente
5684,2014-02-12,MS,Centro-Oeste,Acidente
5344,2003-07-23,Indeterminado,,Acidente
5343,2003-07-21,Indeterminado,,Acidente
5342,2003-07-21,Indeterminado,,Acidente
